cell,cycle,IR,IR_init,IR_end,QC,QD,Tavg,Tmin,Tmax,Ctime,I,V,T,Qdlin,Tdlin,dQdV,SOH_C,SOH_IR,dqdv_peak
B2C08,12,0.016772036,0.017235447,0.018728551,1.0316868,1.0319306,32.2594583109919,29.597944,35.212608,13.426168333333289,-0.1141873025316515,3.128192372922252,32.25945831099195,0.7033791586461897,32.81528159953319,-0.6937162044170919,93.78970909090908,131.0367529656341,5.895618975543179
B2C08,13,0.017434521,0.017235447,0.018728551,1.0303133,1.0308872,31.811236102294465,29.299366,34.966637,13.426518333333297,-0.1676055097012517,3.102325088814532,31.81123610229445,0.7065409814919575,33.08902803371882,-0.7033500954363852,93.66484545454544,86.66710423386445,5.772049663297481
B2C08,14,0.017036945,0.017235447,0.018728551,1.0316105,1.0321127,32.660944985401464,30.508047,36.776772,13.341743333333335,-0.1291230194304164,3.122421632390511,32.660944985401464,0.7054169723920767,33.99327239328439,-0.7041587537406909,93.78277272727271,113.29458631146925,6.030408123384047
B2C08,15,0.017228091,0.017235447,0.018728551,1.0307381,1.0311196,32.645055556818185,28.922968,35.669422,13.342141666666672,-0.1429698927886536,3.0992125348484847,32.64505555681818,0.7104807417669485,33.842806031988324,-0.7094989715820693,93.70346363636362,100.49266494497368,6.288766583470615
B2C08,16,0.017305704,0.017235447,0.018728551,1.0301032,1.0304585,31.77960134134617,29.228956,35.119675,13.34115833333332,-0.1409262893383662,3.0991040222115385,31.779601341346154,0.7045586201070084,33.04012641870706,-0.7031381295177754,93.64574545454546,95.2945675585893,6.290073256638228
B2C08,17,0.017276622,0.017235447,0.018728551,1.0301574,1.0305777,32.68696622146335,30.659264,36.141155,13.425668333333306,-0.070033968940275,3.0901455547317074,32.686966221463415,0.7092575251485785,34.02853265188842,-0.7023438692698146,93.65067272727272,97.24232203516986,6.276631119075038
B2C08,18,0.016922416,0.017235447,0.018728551,1.0314332,1.0317101,33.04874578610609,30.71331,35.401787,13.426271666666675,-0.1304924831560496,3.1078906000914075,33.04874578610603,0.7155479498748775,34.210294407155004,-0.7075031781151825,93.76665454545451,120.9651169643911,6.263188981511849
B2C08,19,0.017038647,0.017235447,0.018728551,1.0309796,1.0311931,31.89553441328413,29.153742,34.698689,13.425908333333547,-0.0840181245198758,3.098227095110701,31.89553441328413,0.6997902543347467,32.292212167824864,-0.6982831055442951,93.72541818181816,113.18059559146587,6.557560894471601
B2C08,20,0.017286828,0.017235447,0.018728551,1.031352,1.0317242,32.34052891012303,30.763733,35.540821,13.3414916666666,-0.1446264403840715,3.10748241050142,32.34052891012299,0.7083933434954434,33.67085034352255,-0.7081053024098689,93.75927272727272,96.55877956257572,6.1199441843273465
B2C08,21,0.017104147,0.017235447,0.018728551,1.0317876,1.0321677,32.708526816849805,30.469564,36.588383,13.341439999999904,-0.1432413985967366,3.097854481227106,32.70852681684981,0.7064335288341695,33.999416669684464,-0.7056790077858239,93.79887272727272,108.79376118475344,6.524943810687403
B2C08,22,0.017212592,0.017235447,0.018728551,1.0314645,1.0316589,31.55018363970587,29.200912,33.997143,13.341458333333382,-0.0933617889397227,3.111700726470588,31.55018363970588,0.6989661425364293,31.720355366136587,-0.6947654176074655,93.7695,101.53070382237286,6.2640295295050805
B2C08,23,0.01761725,0.017235447,0.018728551,1.0309716,1.0313201,31.199776115779667,28.994301,34.456779,13.425841666666868,-0.1451060480276548,3.116402357983193,31.199776115779645,0.7024480268825142,32.41213883793004,-0.7035624375920922,93.7246909090909,74.42890783227422,6.003115248322758
B2C08,24,0.017159928,0.017235447,0.018728551,1.0317105,1.0321318,32.34614488600553,30.661606,36.088318,13.42592333333329,-0.1973771533985761,3.100787913716404,32.34614488600556,0.704531570493683,33.51271347217552,-0.6959779036384638,93.79186363636364,105.0578526345117,6.218729736859276
B2C08,25,0.017171057,0.017235447,0.018728551,1.0312308,1.0314479,32.19429160329777,29.052803,34.550407,13.341320000000026,-0.1319918979376679,3.0933996091173617,32.19429160329777,0.7082453053556617,33.057050455934935,-0.7066790826811671,93.74825454545451,104.31249263279724,6.434344225395792
B2C08,26,0.017130177,0.017235447,0.018728551,1.0311199,1.0314362,31.54680189613964,29.46842,34.711407,13.341419999999925,-0.1610052691368517,3.1101301772058823,31.54680189613971,0.70179753618698,32.509857884112975,-0.6962161173896534,93.73817272727273,107.0504130991546,6.609087824608239
B2C08,27,0.017326802,0.017235447,0.018728551,1.0314265,1.0317185,32.21625731856737,30.751287,35.361916,13.34142166666667,-0.1228476823878999,3.105517756550424,32.21625731856739,0.7067774470162753,33.35051992502952,-0.7036829570511437,93.76604545454543,93.88153805763042,6.621448347231382
B2C08,28,0.017311411,0.017235447,0.018728551,1.0316161,1.0319244,32.41669442278717,29.72333,35.805889,13.425815000000147,-0.1833609752602124,3.1009111254237287,32.416694422787195,0.7084436383015547,33.78071651514165,-0.7044386442994083,93.7832818181818,94.9123436813512,6.066234801396674
B2C08,29,0.016936133,0.017235447,0.018728551,1.030754,1.0310278,31.354339501405768,28.708172,34.838207,13.34190499999992,-0.1514911656150294,3.100842346298032,31.35433950140581,0.6967705348404725,32.1306046935196,-0.6927189892720569,93.70490909090908,120.04642677268308,6.5321970603171255
B2C08,30,0.017451471,0.017235447,0.018728551,1.0305063,1.0308218,31.546360197761192,29.691553,34.486176,13.341346666666746,-0.081375706677934,3.093673519869403,31.546360197761192,0.7028546185878723,32.450558159983835,-0.7010211988894522,93.68239090909093,85.5318852538069,6.048461357941559
B2C08,31,0.0172366,0.017235447,0.018728551,1.0314447,1.031788,32.028854353874905,30.203039,35.563732,13.341356666666735,-0.0323818026256686,3.116659292343604,32.028854353874884,0.7021476714010787,33.062425927220886,-0.7020812710058164,93.7677,99.92277831952762,6.3347566350929085
B2C08,32,0.017237509,0.017235447,0.018728551,1.0310799,1.0312885,31.63861525548137,29.196495,34.466057,13.34143166666666,-0.057852426348921,3.106720329837941,31.63861525548141,0.6974904547369183,32.12884320563564,-0.6986065657837971,93.73453636363637,99.8618984344024,6.143063001771349
B2C08,33,0.017583489,0.017235447,0.018728551,1.0309289,1.0312496,31.302351734259275,29.144264,34.275574,13.425918333333538,-0.162381701845219,3.104340979907408,31.30235173425926,0.7031505427548097,32.41649179495886,-0.7009787420642668,93.72080909090909,76.69003632700735,5.9513693684497895
B2C08,34,0.017330132,0.017235447,0.018728551,1.0313445,1.0317241,31.80307675951714,30.266558,35.231647,13.42579333333318,-0.1148123945562843,3.113389684865367,31.80307675951717,0.7024607517392626,32.96305610277667,-0.7017360643184719,93.75859090909093,93.6585127358844,6.046634746169433
B2C08,35,0.017202986,0.017235447,0.018728551,1.0309711,1.0312417,31.9095001386792,28.9454,34.36697,13.425778333333437,-0.1266311850378645,3.0971217153773583,31.909500138679253,0.7092339279217577,32.91892188363493,-0.707920443934987,93.72464545454544,102.17406155230988,6.141900123889077
B2C08,36,0.01747228,0.017235447,0.018728551,1.0312854,1.03162,31.443169459433943,29.366446,35.514751,13.425941666666768,-0.1772720684978474,3.1036561398113207,31.44316945943396,0.7023245715781192,32.9943793675489,-0.7014990473570395,93.75321818181816,84.13821140389423,6.023973521464912
B2C08,37,0.017253391,0.017235447,0.018728551,1.0315791,1.0319097,31.81180396536013,29.723221,34.708866,13.341499999999844,-0.1470379945266261,3.1064049236098445,31.81180396536007,0.7035930202203567,32.652634957192866,-0.7036937488468128,93.77991818181818,98.79820829627415,5.906046919040747
B2C08,38,0.017317014,0.017235447,0.018728551,1.0308884,1.0312738,32.59080978599605,29.185274,36.561672,13.341565000000022,-0.1379743386579346,3.0896200278106507,32.59080978599605,0.7042325666585767,33.848905902695094,-0.7042287690199717,93.71712727272728,94.5370851595068,6.133615746158371
B2C08,39,0.016945332,0.017235447,0.018728551,1.0315362,1.0317526,31.506785174074185,28.684393,35.578201,13.425928333333284,-0.120505759054815,3.1034510225925924,31.50678517407407,0.6983139563520133,32.267518961674575,-0.698342836314654,93.77601818181816,119.43032769318152,6.640162772412521
B2C08,40,0.017386727,0.017235447,0.018728551,1.0315784,1.0318881,32.08459175069768,30.22093,34.921516,13.426061666666646,-0.1321947557596787,3.107142118046512,32.08459175069768,0.7074087185492343,33.20472006504515,-0.7104323572719086,93.77985454545453,89.86808688477157,6.018401031467809
B2C08,41,0.01718631,0.017235447,0.018728551,1.0313865,1.0317452,32.603552990592576,30.734701,35.956345,13.341219999999645,-0.1191407452001113,3.098083067826905,32.60355299059266,0.7068689481240604,33.66244067558826,-0.700505236226748,93.76240909090907,103.29092949988755,6.259274564950461
B2C08,42,0.017461088,0.017235447,0.018728551,1.0318141,1.0320364,32.023044768361494,27.932758,34.378567,13.341555000000032,-0.0863363456093263,3.105974593596987,32.02304476836157,0.6996536853872674,32.02561352617653,-0.6970293985301259,93.80128181818182,84.88779080358778,6.272361506627089
B2C08,43,0.01749501,0.017235447,0.018728551,1.0313318,1.0316845,31.79647190084984,30.029158,36.038807,13.34146166666663,-0.0860910369634903,3.109785182813975,31.79647190084986,0.7049331565004942,33.51674199683679,-0.6983826240819423,93.75743636363636,82.61587940290846,6.205833293209434
B2C08,44,0.01710899,0.017235447,0.018728551,1.0318642,1.0320976,32.38696266173752,30.061741,34.688133,13.341556666666778,-0.1035509410760881,3.1137474754158965,32.38696266173752,0.7080050686925411,33.091966365899744,-0.70574412497264,93.80583636363636,108.46940333694104,6.139305079791778
B2C08,45,0.016953886,0.017235447,0.018728551,1.0309455,1.0312858,32.63421145516572,30.526682,35.175873,13.341479999999866,-0.1141518214354423,3.097372542397661,32.6342114551657,0.7049580546424897,32.89587155827683,-0.7035535245818814,93.72231818181818,118.85742721203614,6.134222273646802
B2C08,46,0.01739303,0.017235447,0.018728551,1.0307666,1.03099,31.520925596441987,28.929743,34.039833,13.341288333333312,-0.1242719097149134,3.109338477808989,31.520925596441945,0.701119532857383,32.0346596543682,-0.701357991914803,93.70605454545452,89.44594616316081,6.129139467501826
B2C08,47,0.017448265,0.017235447,0.018728551,1.0315969,1.0319473,32.04203209803929,30.46302,35.657253,13.425711666666514,-0.1257060423870131,3.114204824836601,32.042032098039215,0.7052311606609715,33.45013098892232,-0.703896196157166,93.78153636363636,85.7466057287369,6.55352946898959
B2C08,48,0.017240826,0.017235447,0.018728551,1.0318811,1.0321063,32.09976124385797,30.448795,34.287128,13.341566666666768,-0.1357801394227148,3.1061439797088264,32.09976124385805,0.7059738222642536,32.678422940712444,-0.6992848325895246,93.80737272727274,99.63974378208084,6.025688580530064
B2C08,49,0.01724067,0.017235447,0.018728551,1.031118,1.0313921,31.61697455534352,29.236267,34.716667,13.425821666666888,-0.1717511345469032,3.096880718511451,31.616974555343507,0.697673657520789,32.26221967530272,-0.6996633613408595,93.738,99.65019181517172,6.362019465314983
B2C08,50,0.017361645,0.017235447,0.018728551,1.0309176,1.0312986,31.905599685255225,30.359812,35.313969,13.425998333333215,-0.1258297770485822,3.0880985695652177,31.9055996852552,0.7046513956355607,33.10122912901403,-0.7026792895678498,93.7197818181818,91.5479430769727,6.155664977225931
B2C08,51,0.01725596,0.017235447,0.018728551,1.0318476,1.0321764,32.533500703564776,30.061783,36.125507,13.341433333333407,-0.2168263892455994,3.0965046848968107,32.53350070356473,0.7059538164749043,33.68881145643511,-0.7012611454434079,93.80432727272728,98.62615062313142,5.989583728085718
B2C08,52,0.016958617,0.017235447,0.018728551,1.0313878,1.0315766,32.0878307677903,30.010799,34.855446,13.425928333333284,-0.1428874462033368,3.1043191828651686,32.087830767790265,0.6995364606345659,32.438861981827564,-0.6979274373260788,93.76252727272728,118.54057051618658,6.32684537030337
B2C08,53,0.017353904,0.017235447,0.018728551,1.0313545,1.0315465,31.881012354502417,30.203648,35.189919,13.425913333333058,-0.1185372439836275,3.1150257974407585,31.88101235450237,0.703542104188427,32.965966369387424,-0.7007475379779599,93.7595,92.0663932318178,6.187109379742385
B2C08,54,0.017306643,0.017235447,0.018728551,1.0315996,1.0317626,32.53250572060205,30.582312,35.765602,13.425983333332988,-0.17693790419439,3.1013751537158987,32.53250572060207,0.7059356557090781,33.626683932747554,-0.7104823490465707,93.78178181818184,95.23167843633136,6.250388873151771
B2C08,55,0.017120736,0.017235447,0.018728551,1.0312347,1.0313579,32.19994510506203,30.135084,34.195625,13.4257733333332,-0.1254770788808598,3.1054581138490924,32.199945105062085,0.7087531959397795,32.868483247485344,-0.6985604391267661,93.74860909090908,107.68272002486096,6.313668366561159
B2C08,56,0.017564481,0.017235447,0.018728551,1.0309991,1.031371,31.29890249491212,28.789135,35.255634,13.42583333333314,-0.1465111598166174,3.1169731540240515,31.29890249491212,0.7022106623915992,32.91603684936577,-0.7023618167265068,93.72719090909092,77.96308897437825,6.376947859970546
B2C08,57,0.017365232,0.017235447,0.018728551,1.0302155,1.030564,32.234605331712054,29.661015,36.054134,13.341389999999956,-0.1789079657398923,3.086279420233463,32.23460533171206,0.7048779029155073,33.651708655433325,-0.6968654335638113,93.65595454545452,91.30770529045527,6.330296227938232
B2C08,58,0.017024187,0.017235447,0.018728551,1.0295501,1.0297301,32.00910151024385,29.346771,34.382439,13.341443333333396,-0.1248458150618448,3.088569498926829,32.0091015102439,0.7054845257858569,32.308025774311865,-0.7012266198176994,93.59546363636365,114.14904788949742,6.283644595905919
B2C08,59,0.017102506,0.017235447,0.018728551,1.0302137,1.0305221,31.334658454545405,28.468548,34.846104,13.341506666666827,-0.0809179249475244,3.105735569148937,31.33465845454545,0.6942340829276884,31.867014167851448,-0.6944594600737929,93.65579090909092,108.90366645592007,6.36055753107943
B2C08,60,0.017024674,0.017235447,0.018728551,1.0308974,1.0311946,31.739647590865832,29.866911,34.211674,13.426071666667122,-0.1328557289232853,3.1053383520456705,31.73964759086584,0.7009977970617072,32.06641505989554,-0.6978984615089304,93.71794545454544,114.1164312733742,5.480275041674533
B2C08,61,0.01780219,0.017235447,0.018728551,1.0306352,1.0309724,32.305676844793744,29.098948,36.902279,13.341495000000092,-0.118956425810809,3.09289659302554,32.30567684479371,0.7002969235202094,33.756236834140026,-0.7034515331495934,93.6941090909091,62.04263065399339,5.871302924499386
B2C08,62,0.01723103,0.017235447,0.018728551,1.0298036,1.0299767,31.309287997153685,28.078823,34.405663,13.425666666666803,-0.2216814922934379,3.091546013187856,31.309287997153707,0.702007976636296,31.26039056712328,-0.7014604311345329,93.61850909090909,100.29582668052592,6.26233080732424
B2C08,63,0.017788894,0.017235447,0.018728551,1.0304362,1.030897,31.61244046869076,29.212696,36.479507,13.4257733333332,-0.1936591989882872,3.109306027893738,31.612440468690703,0.7036491205162573,33.481435528826864,-0.7015416705748493,93.67601818181818,62.93312455127044,5.825868698116983
B2C08,64,0.017094901,0.017235447,0.018728551,1.0307661,1.0310296,32.3129394953704,29.935766,34.325935,13.426208333333488,-0.1336072345977691,3.107495184537037,32.312939495370365,0.7078224236403208,32.890620658410754,-0.6995506993861131,93.70600909090908,109.41300806909646,5.389406588909725
B2C08,65,0.017184464,0.017235447,0.018728551,1.03189,1.0322267,32.83835156654338,29.729664,37.771935,13.425931666666775,-0.0445170565505881,3.116753302495379,32.83835156654344,0.7014847333948182,34.25198721557133,-0.7011341465150803,93.8081818181818,103.41456455812865,6.6762335025473005
B2C08,66,0.017380306,0.017235447,0.018728551,1.0310091,1.0311133,31.888021168051605,29.043491,34.445896,13.425830000000133,-0.1166733768100459,3.102771721883657,31.88802116805171,0.7014159556074724,32.371113897731554,-0.6969304935276927,93.72809999999998,90.29813060577156,5.862081525296645
B2C08,67,0.017230742,0.017235447,0.018728551,1.0316249,1.0319482,32.567460126177075,30.971649,36.195969,13.425983333333471,-0.0980902522944185,3.1115988875706213,32.56746012617702,0.7050596157994767,33.703677523717985,-0.7019782595918594,93.7840818181818,100.3151153570013,6.599521694599259
B2C08,68,0.017224636,0.017235447,0.018728551,1.0311065,1.0313464,32.854909147509645,30.06951,35.915321,13.42613999999982,-0.1701911452234554,3.099718168103448,32.85490914750958,0.7104959270282847,34.11544294571394,-0.7018344257770939,93.73695454545454,100.72406208810636,6.436896332960816
B2C08,69,0.01690574,0.017235447,0.018728551,1.0304332,1.0306752,31.62853961597684,28.613941,34.889275,13.425871666666838,-0.1543033198962465,3.097994550240616,31.62853961597689,0.6994242688008371,32.53229046862891,-0.7002184221131763,93.67574545454544,122.08198491196876,6.6443597202291125
B2C08,70,0.017399168,0.017235447,0.018728551,1.0312947,1.0316286,32.114969181058456,30.047558,35.572098,13.426076666666876,-0.1687831199167975,3.095898531940576,32.114969181058505,0.7059992529963852,33.4445375139948,-0.7023910058855799,93.7540636363636,89.03485624578067,6.458554222287322
B2C08,71,0.017059609,0.017235447,0.018728551,1.0312737,1.0315225,32.44310488797065,30.467848,35.115616,13.426244999999955,-0.1163361176366304,3.090729455096419,32.443104887970605,0.7057904340621011,33.10649517142835,-0.6993972486680096,93.75215454545454,111.77667463217573,5.650396413397376
B2C08,72,0.017294914,0.017235447,0.018728551,1.0313321,1.0315169,32.26956910354739,30.081417,34.027451,13.426055000000147,-0.1195658319994856,3.1036686870565675,32.26956910354746,0.6991463546410379,32.22371202966356,-0.6973481840524556,93.75746363636362,96.01722318070271,6.3319343834906965
B2C08,73,0.017271684,0.017235447,0.018728551,1.0312189,1.0315573,31.681092587793323,29.901644,35.120537,13.341433333332922,-0.1353926404073752,3.1215179908920185,31.681092587793422,0.7020761379398134,32.95297233032747,-0.6974272045536459,93.74717272727273,97.57304246723618,6.457934878559225
B2C08,74,0.017357988,0.017235447,0.018728551,1.0311908,1.0313638,32.56017638446964,29.981924,35.919636,13.425854999999864,-0.1272708386063447,3.102876647253788,32.5601763844697,0.7061892450683638,33.76133249366864,-0.7274911449639924,93.74461818181818,91.79286908346636,6.583935373627755
B2C08,75,0.016897453,0.017235447,0.018728551,1.0311265,1.0313305,32.20256688045545,29.73793,34.913414,13.341636666666696,-0.1885407203623686,3.1176641231499054,32.20256688045541,0.7062687775969839,32.397195683189295,-0.6990773187575392,93.73877272727272,122.63700318263172,6.5757291845033725
B2C08,76,0.017814582,0.017235447,0.018728551,1.0302414,1.030561,31.4289910835735,28.54842,34.373798,13.425788333333427,-0.082742649862676,3.099109731219981,31.42899108357349,0.6974148848718198,32.09057995335418,-0.6921814054526138,93.65830909090909,61.21268176898605,6.217034214946865
B2C08,77,0.017457467,0.017235447,0.018728551,1.030829,1.0311357,32.070797349146154,29.791529,35.75346,13.425901666666809,-0.1098524590394342,3.111719323624288,32.07079734914611,0.7029562849030617,33.36922683843562,-0.7016769526353023,93.71172727272726,85.13030572552212,6.392530455646567
B2C08,78,0.017171782,0.017235447,0.018728551,1.0301135,1.030368,31.992962067748035,29.905783,33.988655,13.341518333333564,-0.1122904916953592,3.102393750858779,31.99296206774809,0.7050266578131518,32.51709487287403,-0.7028446927445167,93.6466818181818,104.26393606875348,6.568026696346269
B2C08,79,0.017362146,0.017235447,0.018728551,1.0301563,1.0304582,31.53845334724855,28.829342,33.935616,13.34161166666648,-0.1116945969133949,3.1105505885199243,31.538453347248577,0.6988136347711923,31.86784727771184,-0.6939267919423097,93.65057272727272,91.51438881685418,6.141475908043056
B2C08,80,0.017429957,0.017235447,0.018728551,1.0307983,1.0311506,31.968309981255768,29.782936,35.750046,13.425978333333235,-0.1263776801838799,3.1145911688847234,31.968309981255853,0.7028927878319069,33.35828412188385,-0.702933430341535,93.70893636363635,86.97277617634145,6.139249877359776
B2C08,81,0.017159043,0.017235447,0.018728551,1.0300798,1.0302693,32.181281561643864,29.767649,34.510857,13.341296666666556,-0.2069387193892011,3.103498737084149,32.18128156164384,0.7071068980450049,33.0469388709653,-0.704205177184688,93.64361818181818,105.1171251299308,6.137023846676495
B2C08,82,0.016994432,0.017235447,0.018728551,1.0304428,1.0306275,31.889972758333347,29.035378,34.475021,13.341616666667202,-0.1354301030696888,3.0962785890740743,31.88997275833333,0.7032497803286956,32.42921308328853,-0.699791234296938,93.67661818181818,116.14187625242454,6.369135656120617
B2C08,83,0.01771412,0.017235447,0.018728551,1.0301661,1.0305196,31.625969440333044,29.602085,35.307629,13.341419999999925,-0.1308611072293246,3.115434486956522,31.62596944033303,0.7023385399091748,33.151436141188654,-0.6993869717211629,93.65146363636364,67.94108113031648,6.281978391320878
B2C08,84,0.017257305,0.017235447,0.018728551,1.0303406,1.0306221,32.278590421948905,30.582823,35.49387,13.425675000000046,-0.152875778926705,3.1054503838221383,32.27859042194891,0.7035499872481659,33.24892551643066,-0.7015754152516552,93.66732727272726,98.53606982500888,6.315129796134945
B2C08,85,0.017257068,0.017235447,0.018728551,1.0303413,1.0305995,32.43064764210526,30.415024,35.325176,13.425929999999546,-0.0853326802370247,3.099466343157895,32.430647642105264,0.7050040633483236,33.32390174367246,-0.7029794620705304,93.6673909090909,98.55194279835835,6.086469689340234
B2C08,86,0.01764198,0.017235447,0.018728551,1.029052,1.0292864,31.35156462671908,28.574007,34.810291,13.425846666667104,-0.1569802574155295,3.1040430108055013,31.35156462671906,0.6955389462041809,32.258542279382226,-0.6923938113609529,93.55018181818184,72.77262668909862,5.804605901133512
B2C08,87,0.017260974,0.017235447,0.018728551,1.0300986,1.0303229,31.657459846226423,29.566296,33.71648,13.341479999999866,-0.1326197109160118,3.105950888962264,31.657459846226416,0.7030360401731135,32.28094043800505,-0.6967663035878527,93.64532727272729,98.29034012366202,5.522742112926791
B2C08,88,0.017467946,0.017235447,0.018728551,1.0299486,1.0304518,32.18242309914205,29.427198,36.445309,13.425734999999984,-0.1827008902148626,3.0861801805529074,32.18242309914204,0.6966844947297821,32.96389537971052,-0.7008380528999972,93.6316909090909,84.42847919501918,5.9891215909289786
B2C08,89,0.017821345,0.017235447,0.018728551,1.0300318,1.0301567,31.79641002837576,28.184973,34.709969,13.341308333332806,-0.1310883824585127,3.101044114677104,31.79641002837573,0.6968341272440585,32.34121859025808,-0.6956879408005469,93.63925454545452,60.7597327446716,6.256323779100623
B2C08,90,0.017591242,0.017235447,0.018728551,1.0298464,1.0302106,31.545898802884675,29.630457,35.64613,13.341428333332685,-0.1760344817233393,3.101630906346154,31.54589880288461,0.7022446949496576,33.25874663110231,-0.713302738192721,93.6224,76.17078247730906,6.523525967272268
B2C08,91,0.017170658,0.017235447,0.018728551,1.0303805,1.0306259,32.03886777073628,30.171513,34.446377,13.341348333332766,-0.0825468419030669,3.1166067222739984,32.03886777073625,0.7052100253657999,32.74367940461905,-0.704191467300408,93.67095454545452,104.3392154866642,5.896144073091774
B2C08,92,0.017202284,0.017235447,0.018728551,1.0308871,1.0311288,32.34407274976832,29.955851,35.248249,13.425828333333872,-0.1355568101957704,3.100502874791474,32.34407274976831,0.704143187889738,33.463094553533764,-0.6996763255076746,93.71700909090907,102.22107770121836,6.2861653827216175
B2C08,93,0.017346345,0.017235447,0.018728551,1.0294099,1.0297456,31.204027661654184,29.308863,34.881912,13.341539999999805,-0.1240012466833818,3.103236867011278,31.20402766165413,0.6990944827661582,32.51646559306827,-0.6974130764095685,93.58271818181818,92.5726540147238,6.330569901794305
B2C08,94,0.017453935,0.017235447,0.018728551,1.0305606,1.0307528,31.90748249067167,29.889902,34.474522,13.341591666666014,-0.1131854226731024,3.118690910634328,31.907482490671644,0.703909053174572,32.789244729255266,-0.6960463030005645,93.68732727272727,85.36685991062917,6.039806927510704
B2C08,95,0.017075544,0.017235447,0.018728551,1.0307928,1.0311254,32.0130902218115,29.491188,35.352501,13.341455000000618,-0.1453153927334918,3.1114277959334564,32.01309022181146,0.7006435236599973,32.7915967276966,-0.698079907895169,93.70843636363637,110.70943484177924,6.562958949763162
B2C08,96,0.017784014,0.017235447,0.018728551,1.0292331,1.029452,31.614099101842925,29.504303,34.519032,13.341683333334124,-0.1924693566401819,3.0921986632395733,31.61409910184288,0.7002276902944544,32.46866261288869,-0.6958770327595928,93.56664545454544,63.25996045821321,6.369214596067109
B2C08,97,0.017298803,0.017235447,0.018728551,1.0305905,1.030893,32.09623207525873,30.555986,35.6134,13.425778333333437,-0.1336625349481144,3.1109141732831604,32.0962320752587,0.704094003996764,33.40396992180892,-0.6965499846953516,93.69004545454544,95.75675907371485,6.168668718327217
B2C08,98,0.017209621,0.017235447,0.018728551,1.0303625,1.0306559,32.61074578638064,30.504433,35.82391,13.425786666666196,-0.1335675283722692,3.102107773694029,32.6107457863806,0.7047173270348592,33.53597906537721,-0.6975201123477934,93.66931818181818,101.7296852730955,5.877716494197781
